First Dose,Second Dose,Total Doses,Male,Female,State,Vaccine
35727,48464,84191,41357,42834,Telengana,Covishield
21532,39362,60894,16411,44483,Tripura,Covishield
41596,1876,43472,28238,15234,Uttarakhand,Covishield
21355,43570,64925,15536,49389,Uttar Pradesh,Covishield
8026,21489,29515,20524,8991,West Bengal,Covishield
13150,22714,35864,11242,24622,Andaman and Nicobar Islands,Covishield
39724,48901,88625,74001,14624,Andhra Pradesh,Covishield
9503,14190,23693,11541,12152,Arunachal Pradesh,Covishield
6744,40583,47327,26075,21252,Assam,Covishield
48728,45973,94701,31440,63261,Bihar,Covishield
45892,18973,64865,51500,13365,Chandigarh,Covishield
37654,22891,60545,53701,6844,Chhattisgarh,Covishield
7656,24368,32024,5482,26542,Dadra and Nagar Haveli and Daman and Diu,Covishield
28106,3148,31254,28954,2300,Delhi,Covishield
33959,39468,73427,59470,13957,Goa,Covishield
32149,14972,47121,18807,28314,Gujarat,Covishield
26572,38544,65116,6566,58550,Haryana,Covishield
13002,24250,37252,17555,19697,Himachal Pradesh,Covishield
49857,49814,99671,70905,28766,Jammu and Kashmir,Covishield
28786,17036,45822,26852,18970,Jharkhand,Covishield
12754,11296,24050,16031,8019,Karnataka,Covishield
44341,36859,81200,10742,70458,Kerala,Covishield
22406,44564,66970,16870,50100,Ladakh,Covishield
31180,39390,70570,18417,52153,Madhya Pradesh,Covishield
28392,20243,48635,20071,28564,Maharashtra,Covishield
15974,35489,51463,42734,8729,Manipur,Covishield
26374,36514,62888,12678,50210,Meghalaya,Covishield
18286,7947,26233,12879,13354,Mizoram,Covishield
10461,40981,51442,45209,6233,Odisha,Covishield
28811,5278,34089,22382,11707,Puducherry,Covishield
24136,48716,72852,46608,26244,Punjab,Covishield
41825,22889,64714,23488,41226,Rajasthan,Covishield
2073,2144,4217,#NUM!,#NUM!,Tamil Nadu,Covishield
4057,47294,51351,42707,8644,Telengana,Covishield
27441,18491,45932,11250,34682,Tripura,Covishield
13052,32936,45988,41616,4372,Uttarakhand,Covishield
23193,39882,63075,58887,4188,Uttar Pradesh,Covishield
22402,33631,56033,45402,10631,West Bengal,Covishield
23508,26043,49551,9059,40492,Andaman and Nicobar Islands,Covishield
38628,24602,63230,42307,20923,Andhra Pradesh,Covishield
43597,36862,80459,48833,31626,Arunachal Pradesh,Covishield
45221,40154,85375,83556,1819,Assam,Covishield
43078,45157,88235,85266,2969,Bihar,Covishield
49301,33895,83196,49437,33759,Chandigarh,Covishield
5305,35854,41159,35900,5259,Chhattisgarh,Covishield
16648,31390,48038,40566,7472,Dadra and Nagar Haveli and Daman and Diu,Covishield
21933,44963,66896,31964,34932,Delhi,Covishield
47200,17142,64342,61918,2424,Goa,Covishield
36775,10820,47595,17893,29702,Gujarat,Covishield
16045,8090,24135,9437,14698,Haryana,Covishield
34266,38876,73142,73077,65,Himachal Pradesh,Covishield
9447,33033,42480,31761,10719,Jammu and Kashmir,Covishield
9546,40410,49956,27902,22054,Jharkhand,Covishield
48626,18644,67270,23330,43940,Karnataka,Covishield
17661,47134,64795,27554,37241,Kerala,Covishield
47166,7720,54886,26168,28718,Ladakh,Covishield
16743,36336,53079,34630,18449,Madhya Pradesh,Covishield
12976,45077,58053,57459,594,Maharashtra,Covishield
41734,2855,44589,33152,11437,Manipur,Covishield
47503,29709,77212,39558,37654,Meghalaya,Covishield
49106,29708,78814,58826,19988,Mizoram,Covishield
11709,26592,38301,13238,25063,Odisha,Covishield
24866,2602,27468,15013,12455,Puducherry,Covishield
39314,33727,73041,68607,4434,Punjab,Covishield
31128,41956,73084,5470,67614,Rajasthan,Covishield
30289,2183,32472,15485,16987,Tamil Nadu,Covishield
2007,47827,49834,18486,31348,Telengana,Covishield
7654,44705,52359,7655,44704,Tripura,Covishield
49290,28602,77892,68219,9673,Uttarakhand,Covishield
38873,27765,66638,20342,46296,Uttar Pradesh,Covishield
20308,21416,41724,16751,24973,West Bengal,Covishield
49264,30245,79509,28007,51502,Andaman and Nicobar Islands,Covishield
35113,41154,76267,64580,11687,Andhra Pradesh,Covishield
2778,25672,28450,15682,12768,Arunachal Pradesh,Covishield
30928,22878,53806,9255,44551,Assam,Covishield
44513,39293,83806,30580,53226,Bihar,Covishield
26539,27414,53953,11011,42942,Chandigarh,Covishield
6621,26955,33576,27987,5589,Chhattisgarh,Covishield
27003,34256,61259,5730,55529,Dadra and Nagar Haveli and Daman and Diu,Covishield
30465,6859,37324,36835,489,Delhi,Covishield
14345,13214,27559,12254,15305,Goa,Covishield
26222,46830,73052,26645,46407,Gujarat,Covishield
31396,24062,55458,22893,32565,Haryana,Covishield
27549,19953,47502,17433,30069,Himachal Pradesh,Covishield
38570,47537,86107,31090,55017,Jammu and Kashmir,Covishield
14044,6109,20153,11916,8237,Jharkhand,Covishield
27084,40126,67210,42075,25135,Karnataka,Covishield
38815,21723,60538,24371,36167,Kerala,Covishield
15480,2010,17490,12610,4880,Ladakh,Covishield
27131,36431,63562,59064,4498,Madhya Pradesh,Covishield
20964,17183,38147,15517,22630,Maharashtra,Covishield
27746,2973,30719,16519,14200,Manipur,Covishield
10697,47600,58297,17830,40467,Meghalaya,Covishield
2298,15842,18140,12869,5271,Mizoram,Covishield
32924,23860,56784,12838,43946,Odisha,Covishield
7240,26280,33520,30800,2720,Puducherry,Covishield
33022,20358,53380,11656,41724,Punjab,Covishield
6500,30172,36672,8291,28381,Rajasthan,Covishield
35326,29343,64669,47683,16986,Tamil Nadu,Covishield
26992,33362,60354,21878,38476,Telengana,Covishield
41401,8688,50089,30029,20060,Tripura,Covishield
46008,26931,72939,71522,1417,Uttarakhand,Covishield
46501,31677,78178,47296,30882,Uttar Pradesh,Covishield
42093,47044,89137,71140,17997,West Bengal,Covishield
45261,23339,68600,24709,43891,Andaman and Nicobar Islands,Covishield
42049,30866,72915,61366,11549,Andhra Pradesh,Covishield
1666,43739,45405,16158,29247,Arunachal Pradesh,Covishield
29439,44336,73775,12856,60919,Assam,Covishield
25958,49252,75210,20949,54261,Bihar,Covishield
25081,38446,63527,29443,34084,Chandigarh,Covishield
9865,11612,21477,5220,16257,Chhattisgarh,Covishield
6560,7424,13984,13618,366,Dadra and Nagar Haveli and Daman and Diu,Covishield
3026,38294,41320,30116,11204,Delhi,Covishield
16794,41166,57960,55433,2527,Goa,Covishield
3520,3882,7402,5023,2379,Gujarat,Covishield
37635,21095,58730,55303,3427,Haryana,Covishield
18066,6813,24879,21790,3089,Himachal Pradesh,Covishield
1612,48187,49799,21561,28238,Jammu and Kashmir,Covishield
13172,33886,47058,24979,22079,Jharkhand,Covishield
27872,42852,70724,32180,38544,Karnataka,Covishield
27215,23119,50334,48438,1896,Kerala,Covishield
35790,48628,84418,24398,60020,Ladakh,Covishield
9455,4988,14443,8211,6232,Madhya Pradesh,Covishield
28907,31103,60010,53958,6052,Maharashtra,Covishield
36578,24705,61283,12260,49023,Manipur,Covishield
46788,10344,57132,43158,13974,Meghalaya,Covishield
17523,6545,24068,13812,10256,Mizoram,Covishield
11499,38752,50251,14049,36202,Odisha,Covishield
16938,12133,29071,15734,13337,Puducherry,Covishield
3804,33867,37671,8934,28737,Punjab,Covishield
34610,43556,78166,50538,27628,Rajasthan,Covishield
40501,21542,62043,29689,32354,Tamil Nadu,Covishield
10009,9569,19578,8430,11148,Telengana,Covishield
41323,46405,87728,54525,33203,Tripura,Covishield
25341,48214,73555,10289,63266,Uttarakhand,Covishield
27971,49933,77904,16086,61818,Uttar Pradesh,Covishield
28063,37240,65303,44543,20760,West Bengal,Covishield
44576,35173,79749,63675,16074,Andaman and Nicobar Islands,Covishield
29522,31130,60652,46539,14113,Andhra Pradesh,Covishield
2711,48920,51631,12279,39352,Arunachal Pradesh,Covishield
13860,23656,37516,15848,21668,Assam,Covishield
42289,35713,78002,21312,56690,Bihar,Covishield
20085,42529,62614,24062,38552,Chandigarh,Covishield
36417,34878,71295,32477,38818,Chhattisgarh,Covishield
31455,24902,56357,25144,31213,Dadra and Nagar Haveli and Daman and Diu,Covishield
8529,37816,46345,15611,30734,Delhi,Covishield
11249,31007,42256,16341,25915,Goa,Covishield
29389,44315,73704,16760,56944,Gujarat,Covishield
43419,15986,59405,13761,45644,Haryana,Covishield
34066,38046,72112,45183,26929,Himachal Pradesh,Covishield
9738,21514,31252,14806,16446,Jammu and Kashmir,Covishield
15093,23988,39081,17184,21897,Jharkhand,Covishield
41463,47683,89146,33612,55534,Karnataka,Covishield
17428,43609,61037,8177,52860,Kerala,Covishield
43908,6153,50061,5174,44887,Ladakh,Covishield
30837,29161,59998,12649,47349,Madhya Pradesh,Covishield
6087,16771,22858,11202,11656,Maharashtra,Covishield
35677,43452,79129,5858,73271,Manipur,Covishield
9826,30491,40317,7025,33292,Meghalaya,Covishield
48309,28298,76607,22789,53818,Mizoram,Covishield
3266,18707,21973,13768,8205,Odisha,Covishield
41384,6678,48062,8576,39486,Puducherry,Covishield
41031,44372,85403,68034,17369,Punjab,Covishield
37366,28643,66009,56680,9329,Rajasthan,Covishield
49471,6807,56278,38471,17807,Tamil Nadu,Covishield
24325,37460,61785,25509,36276,Telengana,Covishield
8438,37257,45695,16245,29450,Tripura,Covishield
31199,19384,50583,38730,11853,Uttarakhand,Covishield
3100,2605,5705,5484,221,Uttar Pradesh,Covishield
21613,33639,55252,46141,9111,West Bengal,Covishield
7860,15493,23353,18027,5326,Andaman and Nicobar Islands,Covishield
38647,17922,56569,11295,45274,Andhra Pradesh,Covishield
6015,9816,15831,12775,3056,Arunachal Pradesh,Covishield
13896,6056,19952,7459,12493,Assam,Covishield
45534,23811,69345,12767,56578,Bihar,Covishield
36911,24722,61633,60366,1267,Chandigarh,Covishield
19903,18174,38077,36273,1804,Chhattisgarh,Covishield
14438,19006,33444,23415,10029,Dadra and Nagar Haveli and Daman and Diu,Covishield
26593,34865,61458,21841,39617,Delhi,Covishield
42185,13052,55237,46007,9230,Goa,Covishield
19536,11486,31022,6590,24432,Gujarat,Covishield
33093,30139,63232,36542,26690,Haryana,Covishield
2185,9286,11471,10044,1427,Himachal Pradesh,Covishield
41703,35937,77640,29998,47642,Jammu and Kashmir,Covishield
16340,13353,29693,25192,4501,Jharkhand,Covishield
29501,3380,32881,11806,21075,Karnataka,Covishield
10943,37646,48589,45024,3565,Kerala,Covishield
35841,7796,43637,18982,24655,Ladakh,Covishield
3997,9417,13414,12133,1281,Madhya Pradesh,Covishield
25251,30532,55783,39136,16647,Maharashtra,Covishield
18670,7544,26214,6045,20169,Manipur,Covishield
14402,20363,34765,19007,15758,Meghalaya,Covishield
28753,33757,62510,14793,47717,Mizoram,Covishield
8670,27274,35944,11061,24883,Odisha,Covishield
48652,31397,80049,59538,20511,Puducherry,Covishield
41156,33047,74203,46610,27593,Punjab,Covishield
45987,31592,77579,37934,39645,Rajasthan,Covishield
17764,49407,67171,35620,31551,Tamil Nadu,Covishield
44187,31453,75640,17412,58228,Telengana,Covishield
1920,25650,27570,5350,22220,Tripura,Covishield
35648,26498,62146,39871,22275,Uttarakhand,Covishield
18665,47076,65741,52224,13517,Uttar Pradesh,Covishield
39457,26402,65859,40528,25331,West Bengal,Covishield
33533,23431,56964,34829,22135,Andaman and Nicobar Islands,Covishield
9432,37416,46848,19472,27376,Andhra Pradesh,Covishield
47531,38730,86261,77998,8263,Arunachal Pradesh,Covishield
24517,41637,66154,15220,50934,Assam,Covishield
45097,9470,54567,23497,31070,Bihar,Covishield
26563,43264,69827,6227,63600,Chandigarh,Covishield
5483,35780,41263,38623,2640,Chhattisgarh,Covishield
27205,29592,56797,21413,35384,Dadra and Nagar Haveli and Daman and Diu,Covishield
42120,16986,59106,44750,14356,Delhi,Covishield
7165,31095,38260,12462,25798,Goa,Covishield
43317,15477,58794,58652,142,Gujarat,Covishield
13190,32610,45800,44526,1274,Haryana,Covishield
17525,27797,45322,33625,11697,Himachal Pradesh,Covishield
44492,40914,85406,13609,71797,Jammu and Kashmir,Covishield
20149,35758,55907,15922,39985,Jharkhand,Covishield
45201,14525,59726,19786,39940,Karnataka,Covishield
1934,4226,6160,5183,977,Kerala,Covishield
19945,18717,38662,21440,17222,Ladakh,Covishield
22891,32295,55186,41377,13809,Madhya Pradesh,Covishield
29636,30026,59662,50902,8760,Maharashtra,Covishield
6565,45833,52398,13498,38900,Manipur,Covishield
34207,15117,49324,26010,23314,Meghalaya,Covishield
15051,20903,35954,15572,20382,Mizoram,Covishield
47958,21444,69402,6613,62789,Odisha,Covishield
47563,33257,80820,54998,25822,Puducherry,Covishield
5815,9504,15319,11674,3645,Punjab,Covishield
48635,18138,66773,66712,61,Rajasthan,Covishield
2210,29870,32080,18310,13770,Tamil Nadu,Covishield
31852,47922,79774,61426,18348,Telengana,Covishield
4988,21253,26241,19513,6728,Tripura,Covishield
41043,47938,88981,44218,44763,Uttarakhand,Covishield
19203,10432,29635,29195,440,Uttar Pradesh,Covishield
17970,3833,21803,16604,5199,West Bengal,Covishield
49547,20527,70074,45039,25035,Andaman and Nicobar Islands,Covishield
35898,27955,63853,44315,19538,Andhra Pradesh,Covishield
35039,17069,52108,5639,46469,Arunachal Pradesh,Covishield
28361,46594,74955,73742,1213,Assam,Covishield
4370,43812,48182,17712,30470,Bihar,Covishield
23650,46880,70530,44979,25551,Chandigarh,Covishield
19964,13908,33872,27799,6073,Chhattisgarh,Covishield
48268,17414,65682,59619,6063,Dadra and Nagar Haveli and Daman and Diu,Covishield
28990,25977,54967,44290,10677,Delhi,Covishield
39416,17158,56574,56342,232,Goa,Covishield
14103,22508,36611,25356,11255,Gujarat,Covishield
23305,42612,65917,41772,24145,Haryana,Covishield
25471,1565,27036,22892,4144,Himachal Pradesh,Covishield
38755,13602,52357,25333,27024,Jammu and Kashmir,Covishield
5345,19733,25078,8596,16482,Jharkhand,Covishield
36925,42840,79765,47661,32104,Karnataka,Covishield
47573,43130,90703,21899,68804,Kerala,Covishield
27466,32527,59993,18558,41435,Ladakh,Covishield
12192,18446,30638,18835,11803,Madhya Pradesh,Covishield
16175,36609,52784,47294,5490,Maharashtra,Covishield
31468,4057,35525,12049,23476,Manipur,Covishield
19369,48164,67533,17246,50287,Meghalaya,Covishield
8370,5909,14279,9890,4389,Mizoram,Covishield
29370,18077,47447,36281,11166,Odisha,Covishield
3175,8825,12000,6065,5935,Puducherry,Covishield
10703,16036,26739,16821,9918,Punjab,Covishield
29229,37876,67105,20008,47097,Rajasthan,Covishield
8935,46583,55518,24614,30904,Tamil Nadu,Covishield
48367,11085,59452,56311,3141,Telengana,Covishield
11512,13232,24744,20717,4027,Tripura,Covishield
10999,49688,60687,37034,23653,Uttarakhand,Covishield
9672,34763,44435,19008,25427,Uttar Pradesh,Covishield
33041,35486,68527,13627,54900,West Bengal,Covishield
22388,36851,59239,46277,12962,Andaman and Nicobar Islands,Covishield
49056,20933,69989,24671,45318,Andhra Pradesh,Covishield
12106,19367,31473,26917,4556,Arunachal Pradesh,Covishield
8306,45550,53856,35714,18142,Assam,Covishield
3097,14958,18055,15344,2711,Bihar,Covishield
10533,28579,39112,21324,17788,Chandigarh,Covishield
6030,31317,37347,33120,4227,Chhattisgarh,Covishield
21763,42133,63896,51172,12724,Dadra and Nagar Haveli and Daman and Diu,Covishield
13376,44712,58088,7390,50698,Delhi,Covishield
31682,45751,77433,75968,1465,Goa,Covishield
37271,12280,49551,46749,2802,Gujarat,Covishield
29077,37739,66816,52378,14438,Haryana,Covishield
34474,23230,57704,52927,4777,Himachal Pradesh,Covishield
15172,10541,25713,24927,786,Jammu and Kashmir,Covishield
31673,40118,71791,59800,11991,Jharkhand,Covishield
9519,29709,39228,25074,14154,Karnataka,Covishield
20081,32341,52422,7030,45392,Kerala,Covishield
20450,2665,23115,12815,10300,Ladakh,Covishield
38990,31575,70565,50336,20229,Madhya Pradesh,Covishield
35255,43113,78368,77176,1192,Maharashtra,Covishield
21248,17305,38553,8921,29632,Manipur,Covishield
28493,11249,39742,15509,24233,Meghalaya,Covishield
31189,22722,53911,24791,29120,Mizoram,Covishield
5847,38422,44269,11680,32589,Odisha,Covishield
8173,25752,33925,15344,18581,Puducherry,Covishield
19701,5481,25182,6095,19087,Punjab,Covishield
48047,25959,74006,25153,48853,Rajasthan,Covishield
37165,46932,84097,58437,25660,Tamil Nadu,Covishield
35194,13188,48382,21053,27329,Telengana,Covishield
31771,15157,46928,39431,7497,Tripura,Covishield
42477,22295,64772,50030,14742,Uttarakhand,Covishield
43859,11521,55380,53665,1715,Uttar Pradesh,Covishield
45340,39015,84355,8540,75815,West Bengal,Covishield
24586,18414,43000,17952,25048,Andaman and Nicobar Islands,Covishield
41405,12978,54383,36844,17539,Andhra Pradesh,Covishield
24655,19922,44577,35354,9223,Arunachal Pradesh,Covishield
4177,5799,9976,9017,959,Assam,Covishield
30274,26526,56800,41191,15609,Bihar,Covishield
8951,36939,45890,31248,14642,Chandigarh,Covishield
36041,34398,70439,57182,13257,Chhattisgarh,Covishield
15194,9162,24356,16195,8161,Dadra and Nagar Haveli and Daman and Diu,Covishield
30072,40154,70226,47464,22762,Delhi,Covishield
29671,19774,49445,19236,30209,Goa,Covishield
23620,12604,36224,21878,14346,Gujarat,Covishield
48854,17641,66495,17001,49494,Haryana,Covishield
34920,39622,74542,48673,25869,Himachal Pradesh,Covishield
19887,20819,40706,29859,10847,Jammu and Kashmir,Covishield
2451,4416,6867,5448,1419,Jharkhand,Covishield
49993,18307,68300,14120,54180,Karnataka,Covishield
44109,17243,61352,15783,45569,Kerala,Covishield
47256,32055,79311,8318,70993,Ladakh,Covishield
17135,26787,43922,38642,5280,Madhya Pradesh,Covishield
10916,26086,37002,34669,2333,Maharashtra,Covishield
17926,6906,24832,24188,644,Manipur,Covishield
27603,21343,48946,41551,7395,Meghalaya,Covishield
33474,26520,59994,27269,32725,Mizoram,Covishield
20572,21415,41987,21684,20303,Odisha,Covishield
23739,14548,38287,16380,21907,Puducherry,Covishield
19609,43811,63420,5670,57750,Punjab,Covishield
40562,16221,56783,38361,18422,Rajasthan,Covishield
13812,47943,61755,58943,2812,Tamil Nadu,Covishield
42182,49896,92078,74280,17798,Telengana,Covishield
1638,20774,22412,18061,4351,Tripura,Covishield
4006,17313,21319,17344,3975,Uttarakhand,Covishield
24790,44941,69731,64539,5192,Uttar Pradesh,Covishield
17973,23804,41777,18731,23046,West Bengal,Covishield
33808,3885,37693,19493,18200,Andaman and Nicobar Islands,Covishield
36323,34778,71101,69701,1400,Andhra Pradesh,Covishield
4812,3485,8297,8193,104,Arunachal Pradesh,Covishield
11032,23328,34360,8510,25850,Assam,Covishield
30750,22671,53421,28782,24639,Bihar,Covishield
18489,44448,62937,54800,8137,Chandigarh,Covishield
27951,45604,73555,53887,19668,Chhattisgarh,Covishield
6069,3880,9949,5470,4479,Dadra and Nagar Haveli and Daman and Diu,Covishield
